UsageScore,TrustScore,FrustrationScore,UsageFreq,AgentDepth,AIModelCount,WorkflowIntegration,ProblemCount,ThreatLevel,DevEnvToolCount,WorkExpNum,ParadoxLabel,Cluster
30.0,33.33333333333333,90.0,4,1,0,2.0,4,1.0,5,45.0,0,1
61.25000000000001,75.0,20.0,5,4,1,5.5,2,0.0,8,1.0,0,0
43.74999999999999,16.666666666666664,30.0,4,3,2,1.5,3,0.0,1,5.0,1,2
46.25,66.66666666666666,65.0,5,2,2,2.5,4,0.5,3,13.0,0,1
26.25,33.33333333333333,10.0,4,0,1,1.5,1,0.0,3,10.0,0,2
56.249999999999986,33.33333333333333,35.0,4,3,7,1.5,1,0.5,4,13.0,1,0
37.5,75.0,10.0,5,1,1,2.0,1,0.0,4,20.0,0,2
38.75,25.0,40.0,3,3,3,0.5,4,0.0,5,20.0,0,3
26.25,58.333333333333336,20.0,4,0,0,2.5,2,0.0,2,10.0,0,2
47.5,58.333333333333336,40.0,5,4,1,0.0,4,0.0,5,10.0,0,2
22.5,33.33333333333333,45.0,4,0,0,1.0,2,0.5,8,6.0,0,3
35.0,50.0,20.0,5,0,1,3.0,2,0.0,5,13.0,0,2
15.000000000000002,25.0,50.0,2,1,0,0.0,0,1.0,0,34.0,0,3
17.5,0.0,30.0,3,0,0,1.0,3,0.0,1,19.0,0,3
28.750000000000004,75.0,45.0,4,1,1,0.5,2,0.5,5,19.0,0,1
32.5,66.66666666666666,25.0,5,0,3,0.0,0,0.5,2,20.0,0,2
20.0,25.0,20.0,4,0,0,0.0,2,0.0,2,10.0,0,3
15.0,66.66666666666666,10.0,3,0,0,0.0,1,0.0,2,21.0,0,3
36.25,8.333333333333332,55.00000000000001,5,1,2,0.5,3,0.5,5,17.0,0,1
61.25000000000001,75.0,10.0,5,5,0,4.5,1,0.0,6,20.0,0,0
26.25,33.33333333333333,20.0,3,2,0,0.5,2,0.0,0,12.0,0,3
27.500000000000004,66.66666666666666,25.0,4,0,0,3.0,0,0.5,4,30.0,0,2
57.50000000000001,83.33333333333334,20.0,4,4,3,4.0,2,0.0,3,10.0,0,0
26.25,33.33333333333333,10.0,4,0,0,2.5,1,0.0,0,12.0,0,2
47.5,75.0,70.0,5,1,3,4.0,2,1.0,4,3.0,0,1
55.00000000000001,83.33333333333334,40.0,5,2,1,7.0,4,0.0,3,5.0,0,0
46.25,75.0,10.0,5,1,0,6.5,1,0.0,4,5.0,0,2
80.0,91.66666666666666,10.0,5,5,5,7.0,1,0.0,1,36.0,0,0
35.0,58.333333333333336,20.0,4,2,0,2.0,2,0.0,3,30.0,0,2
35.0,58.333333333333336,10.0,3,3,2,0.0,1,0.0,2,28.0,0,2
5.0,16.666666666666664,0.0,1,0,0,0.0,0,0.0,3,9.0,0,3
37.50000000000001,58.333333333333336,35.0,4,2,1,2.0,1,0.5,3,4.0,0,2
15.0,58.333333333333336,20.0,3,0,0,0.0,2,0.0,2,2.0,0,3
41.25,83.33333333333334,70.0,5,0,1,5.5,2,1.0,0,12.0,0,1
57.50000000000001,25.0,60.0,5,4,1,4.0,1,1.0,0,4.0,1,1
56.25,58.333333333333336,20.0,5,5,0,2.5,2,0.0,4,10.0,0,2
50.0,91.66666666666666,25.0,5,5,0,0.0,0,0.5,3,20.0,0,2
42.50000000000001,8.333333333333332,30.0,4,2,4,1.0,3,0.0,5,10.0,1,2
37.5,66.66666666666666,20.0,5,0,0,5.0,2,0.0,5,11.0,0,2
32.5,0.0,30.0,3,3,1,0.0,3,0.0,2,28.0,0,3
56.25,33.33333333333333,10.0,5,4,1,3.5,1,0.0,0,9.0,1,2
52.5,41.66666666666667,0.0,5,4,3,0.0,0,0.0,0,15.0,1,2
65.0,58.333333333333336,30.0,5,3,6,4.0,3,0.0,5,1.0,0,0
40.0,16.666666666666664,10.0,3,1,7,1.0,1,0.0,2,20.0,0,3
31.25,41.66666666666667,25.0,3,0,3,3.5,0,0.5,4,2.0,0,2
27.500000000000004,16.666666666666664,30.0,3,2,0,1.0,3,0.0,0,7.0,0,3
5.0,0.0,20.0,1,0,0,0.0,2,0.0,0,26.0,0,3
53.75,75.0,10.0,5,2,5,2.5,1,0.0,3,2.0,0,2
41.25,50.0,20.0,5,2,0,2.5,2,0.0,4,25.0,1,2
30.0,50.0,20.0,3,2,0,2.0,2,0.0,10,1.0,0,2
45.0,58.333333333333336,10.0,5,3,0,2.0,1,0.0,3,30.0,0,2
26.25,41.66666666666667,30.0,3,0,2,2.5,3,0.0,1,15.0,0,3
30.0,50.0,20.0,5,0,0,2.0,2,0.0,1,4.0,0,2
62.5,50.0,30.0,5,5,5,0.0,3,0.0,2,26.0,1,0
61.25000000000001,83.33333333333334,20.0,5,3,4,4.5,2,0.0,2,21.0,0,0
36.25000000000001,58.333333333333336,20.0,4,0,1,5.5,2,0.0,3,3.0,0,2
60.0,41.66666666666667,80.0,5,2,4,6.0,3,1.0,2,3.0,1,1
82.5,75.0,55.00000000000001,5,5,8,5.0,3,0.5,8,1.0,0,0
21.25,50.0,35.0,3,0,0,2.5,1,0.5,6,10.0,0,3
62.5,33.33333333333333,55.00000000000001,5,5,3,2.0,3,0.5,5,30.0,1,1
17.5,33.33333333333333,20.0,3,0,1,0.0,2,0.0,3,40.0,0,3
5.0,33.33333333333333,35.0,1,0,0,0.0,1,0.5,4,20.0,0,3
27.500000000000004,25.0,40.0,4,0,0,3.0,4,0.0,3,8.0,0,3
45.0,58.333333333333336,10.0,5,2,1,3.0,1,0.0,3,7.0,0,2
38.74999999999999,75.0,10.0,3,3,0,3.5,1,0.0,4,32.0,0,2
32.5,58.333333333333336,10.0,2,2,0,5.0,1,0.0,2,30.0,0,2
32.50000000000001,8.333333333333332,20.0,4,0,4,1.0,2,0.0,2,10.0,0,3
45.0,75.0,70.0,4,1,0,8.0,2,1.0,4,3.0,0,1
22.500000000000004,50.0,50.0,2,1,3,0.0,0,1.0,4,29.0,0,3
27.500000000000004,66.66666666666666,30.0,4,0,3,0.0,3,0.0,7,19.0,0,2
71.25,41.66666666666667,20.0,5,5,5,3.5,2,0.0,6,25.0,1,0
42.50000000000001,25.0,30.0,5,1,1,4.0,3,0.0,4,4.0,1,2
32.5,83.33333333333334,0.0,5,0,3,0.0,0,0.0,0,10.0,0,2
43.75,83.33333333333334,20.0,5,1,4,1.5,2,0.0,4,10.0,0,2
28.749999999999996,66.66666666666666,10.0,5,0,0,1.5,1,0.0,2,50.0,0,2
5.0,41.66666666666667,20.0,1,0,0,0.0,2,0.0,3,20.0,0,3
98.75,83.33333333333334,40.0,5,5,11,9.5,4,0.0,8,30.0,0,0
73.75,58.333333333333336,35.0,4,4,12,3.5,1,0.5,11,6.0,0,0
30.0,58.333333333333336,10.0,3,3,0,0.0,1,0.0,0,1.0,0,2
22.5,33.33333333333333,45.0,3,1,0,1.0,2,0.5,0,21.0,0,3
30.0,66.66666666666666,50.0,5,1,0,0.0,0,1.0,2,22.0,0,1
32.5,25.0,0.0,3,3,0,1.0,0,0.0,0,2.0,0,3
48.75,25.0,45.0,3,3,2,5.5,2,0.5,5,10.0,1,1
40.0,33.33333333333333,40.0,5,0,2,4.0,4,0.0,1,7.0,0,2
47.5,66.66666666666666,90.0,5,2,4,1.0,4,1.0,2,8.0,0,1
55.00000000000001,100.0,60.0,3,3,0,10.0,1,1.0,0,11.0,0,1
53.75,41.66666666666667,70.0,5,0,8,3.5,2,1.0,9,1.0,1,1
28.749999999999996,25.0,30.0,4,0,0,3.5,3,0.0,0,3.0,0,3
42.50000000000001,41.66666666666667,30.0,4,2,1,4.0,3,0.0,3,35.0,1,2
25.0,75.0,50.0,5,0,0,0.0,0,1.0,1,1.0,0,1
61.24999999999999,25.0,10.0,5,5,4,0.5,1,0.0,2,15.0,1,2
81.25,91.66666666666666,10.0,5,5,3,9.5,1,0.0,3,6.0,0,0
32.5,41.66666666666667,70.0,5,0,0,3.0,2,1.0,4,9.0,0,1
31.25,58.333333333333336,80.0,5,0,0,2.5,3,1.0,0,3.0,0,1
87.5,83.33333333333334,20.0,5,5,5,10.0,2,0.0,2,5.0,0,0
21.250000000000004,33.33333333333333,20.0,4,0,0,0.5,2,0.0,4,7.0,0,3
33.75,25.0,20.0,4,0,4,1.5,2,0.0,3,3.0,0,2
59.999999999999986,58.333333333333336,65.0,4,3,7,3.0,4,0.5,8,20.0,0,1
62.499999999999986,66.66666666666666,10.0,5,2,7,4.0,1,0.0,6,33.0,0,0
50.0,83.33333333333334,60.0,5,1,3,5.0,1,1.0,3,3.0,0,1
5.0,16.666666666666664,0.0,1,0,0,0.0,0,0.0,2,18.0,0,3
6.25,8.333333333333332,30.0,1,0,0,0.5,3,0.0,0,15.0,0,3
57.49999999999999,83.33333333333334,90.0,5,4,2,3.0,4,1.0,4,4.0,0,1
41.25,33.33333333333333,20.0,4,2,2,2.5,2,0.0,4,1.0,1,2
35.0,33.33333333333333,20.0,3,2,4,0.0,2,0.0,2,10.0,0,3
51.25000000000001,25.0,20.0,4,2,5,3.5,2,0.0,8,3.0,1,0
20.0,58.333333333333336,10.0,4,0,0,0.0,1,0.0,0,30.0,0,2
37.50000000000001,16.666666666666664,45.0,4,2,3,0.0,2,0.5,5,12.0,0,1
32.5,41.66666666666667,20.0,2,1,7,0.0,2,0.0,6,8.0,0,3
26.25,75.0,30.0,3,2,0,0.5,3,0.0,2,18.0,0,2
21.250000000000004,16.666666666666664,10.0,3,0,2,0.5,1,0.0,4,12.0,0,3
38.75,58.333333333333336,70.0,3,3,3,0.5,2,1.0,4,39.0,0,1
42.50000000000001,58.333333333333336,10.0,5,3,0,1.0,1,0.0,3,15.0,0,2
40.0,75.0,30.0,5,0,6,0.0,3,0.0,3,25.0,0,2
23.75,25.0,20.0,2,1,1,2.5,2,0.0,1,13.0,0,3
20.0,33.33333333333333,65.0,3,1,0,0.0,4,0.5,5,7.0,0,1
42.50000000000001,66.66666666666666,35.0,5,1,1,4.0,1,0.5,5,6.0,0,2
33.75,66.66666666666666,70.0,5,0,2,1.5,2,1.0,2,7.0,0,1
20.0,58.333333333333336,25.0,4,0,0,0.0,0,0.5,0,4.0,0,2
56.25,83.33333333333334,20.0,5,3,0,6.5,2,0.0,0,4.0,0,2
5.0,0.0,30.0,1,0,0,0.0,3,0.0,11,2.0,0,3
60.0,33.33333333333333,20.0,5,5,0,4.0,2,0.0,0,15.0,1,2
65.0,75.0,25.0,5,5,0,6.0,0,0.5,0,5.0,0,0
52.5,66.66666666666666,10.0,5,0,8,3.0,1,0.0,2,25.0,0,2
17.5,16.666666666666664,0.0,2,1,1,0.0,0,0.0,2,13.0,0,3
42.5,83.33333333333334,20.0,5,0,2,5.0,2,0.0,3,11.0,0,2
31.25,41.66666666666667,20.0,4,0,3,1.5,2,0.0,0,2.0,0,2
36.25000000000001,41.66666666666667,45.0,4,2,2,0.5,2,0.5,2,6.0,0,1
75.0,83.33333333333334,60.0,5,5,0,10.0,1,1.0,2,30.0,0,1
61.25000000000001,66.66666666666666,10.0,5,5,2,2.5,1,0.0,3,15.0,0,0
31.25,50.0,20.0,5,0,0,2.5,2,0.0,2,7.0,0,2
53.75000000000001,83.33333333333334,30.0,5,3,0,5.5,3,0.0,0,5.0,0,2
28.749999999999996,8.333333333333332,10.0,4,1,0,1.5,1,0.0,3,25.0,0,3
40.0,16.666666666666664,20.0,5,2,0,2.0,2,0.0,7,25.0,0,2
22.5,25.0,45.0,3,0,2,1.0,2,0.5,4,7.0,0,3
40.0,75.0,10.0,5,1,0,4.0,1,0.0,0,19.0,0,2
43.75,8.333333333333332,20.0,4,4,0,1.5,2,0.0,4,5.0,1,2
66.25000000000001,83.33333333333334,10.0,5,5,1,5.5,1,0.0,1,1.0,0,0
43.75000000000001,50.0,10.0,4,2,3,2.5,1,0.0,2,7.0,1,2
35.0,33.33333333333333,20.0,5,2,0,0.0,2,0.0,0,12.0,0,2
20.0,41.66666666666667,20.0,2,2,0,0.0,2,0.0,0,30.0,0,3
64.99999999999999,83.33333333333334,35.0,5,2,5,7.0,1,0.5,5,12.0,0,0
56.25,33.33333333333333,90.0,5,4,2,2.5,4,1.0,4,14.0,1,1
43.75,41.66666666666667,10.0,4,4,0,1.5,1,0.0,0,16.0,1,2
52.5,66.66666666666666,35.0,4,5,0,3.0,1,0.5,4,9.0,0,1
5.0,0.0,40.0,1,0,0,0.0,4,0.0,2,20.0,0,3
30.000000000000004,58.333333333333336,70.0,4,2,0,0.0,2,1.0,0,6.0,0,1
52.5,50.0,65.0,4,3,3,4.0,4,0.5,5,16.0,1,1
63.75000000000001,50.0,40.0,5,5,1,4.5,4,0.0,4,3.0,1,0
27.500000000000004,83.33333333333334,60.0,5,0,1,0.0,1,1.0,6,21.0,0,1
40.0,41.66666666666667,10.0,4,1,5,1.0,1,0.0,6,24.0,0,2
73.75,75.0,10.0,5,5,4,5.5,1,0.0,12,5.0,0,0
5.0,16.666666666666664,35.0,1,0,0,0.0,1,0.5,0,25.0,0,3
66.25000000000001,91.66666666666666,0.0,5,4,4,4.5,0,0.0,2,6.0,0,0
5.0,41.66666666666667,10.0,1,0,0,0.0,1,0.0,4,25.0,0,3
25.0,16.666666666666664,20.0,4,0,2,0.0,2,0.0,0,18.0,0,3
52.49999999999999,25.0,20.0,5,2,4,3.0,2,0.0,4,2.0,1,2
47.5,41.66666666666667,30.0,5,1,2,5.0,3,0.0,3,1.0,1,2
41.25,58.333333333333336,45.0,5,2,1,1.5,2,0.5,5,1.0,0,1
70.0,91.66666666666666,35.0,5,5,0,8.0,1,0.5,0,15.0,0,0
55.00000000000001,41.66666666666667,45.0,4,3,6,2.0,2,0.5,2,1.0,1,1
20.0,25.0,20.0,2,1,2,0.0,2,0.0,6,15.0,0,3
60.0,41.66666666666667,10.0,5,2,6,4.0,1,0.0,5,4.0,1,0
17.5,8.333333333333332,20.0,3,0,1,0.0,2,0.0,2,8.0,0,3
40.0,41.66666666666667,45.0,3,3,4,0.0,2,0.5,1,10.0,0,1
15.0,41.66666666666667,55.00000000000001,3,0,0,0.0,3,0.5,4,30.0,0,3
45.0,66.66666666666666,80.0,5,2,3,1.0,3,1.0,5,11.0,0,1
56.25,50.0,10.0,4,3,6,2.5,1,0.0,0,20.0,1,2
48.75,50.0,60.0,5,1,3,4.5,1,1.0,5,1.0,1,1
17.5,33.33333333333333,20.0,3,0,1,0.0,2,0.0,4,21.0,0,3
55.00000000000001,75.0,10.0,5,1,3,7.0,1,0.0,5,1.0,0,0
36.25,33.33333333333333,45.0,5,1,2,0.5,2,0.5,5,14.0,0,1
5.0,8.333333333333332,10.0,1,0,0,0.0,1,0.0,1,42.0,0,3
25.0,58.333333333333336,0.0,5,0,0,0.0,0,0.0,0,10.0,0,2
77.49999999999999,83.33333333333334,10.0,5,5,4,7.0,1,0.0,2,30.0,0,0
48.75000000000001,0.0,30.0,4,4,1,2.5,3,0.0,4,13.0,1,2
51.24999999999999,75.0,35.0,5,5,0,0.5,1,0.5,2,30.0,0,2
42.5,16.666666666666664,20.0,3,0,6,5.0,2,0.0,7,4.0,1,2
25.0,66.66666666666666,50.0,5,0,0,0.0,0,1.0,0,3.0,0,1
71.25,83.33333333333334,60.0,5,4,3,7.5,1,1.0,9,15.0,0,0
45.0,58.333333333333336,50.0,4,0,7,3.0,0,1.0,5,1.0,0,1
65.0,83.33333333333334,0.0,5,5,1,5.0,0,0.0,9,7.0,0,0
26.25,25.0,20.0,5,0,0,0.5,2,0.0,0,7.0,0,2
43.75,33.33333333333333,10.0,5,2,0,3.5,1,0.0,4,8.0,1,2
41.25,50.0,60.0,5,1,3,1.5,1,1.0,3,17.0,1,1
47.5,41.66666666666667,35.0,5,2,3,2.0,1,0.5,1,17.0,1,2
61.25000000000001,66.66666666666666,20.0,3,3,9,3.5,2,0.0,13,9.0,0,0
7.500000000000001,16.666666666666664,10.0,1,0,0,1.0,1,0.0,0,2.0,0,3
15.0,33.33333333333333,0.0,3,0,0,0.0,0,0.0,0,2.0,0,3
72.5,83.33333333333334,20.0,5,5,4,5.0,2,0.0,6,10.0,0,0
58.75,75.0,60.0,5,1,5,6.5,1,1.0,2,6.0,0,1
62.5,50.0,55.00000000000001,5,2,9,2.0,3,0.5,8,6.0,1,0
65.0,58.333333333333336,20.0,5,5,6,0.0,2,0.0,2,17.0,0,0
52.5,75.0,10.0,5,5,0,1.0,1,0.0,0,4.0,0,2
7.500000000000001,0.0,90.0,1,0,0,1.0,4,1.0,2,32.0,0,3
57.49999999999999,91.66666666666666,35.0,5,5,0,3.0,1,0.5,0,24.0,0,1
53.75,50.0,10.0,5,4,0,3.5,1,0.0,0,20.0,1,2
63.74999999999999,75.0,60.0,5,5,0,5.5,1,1.0,5,5.0,0,1
35.0,66.66666666666666,10.0,3,1,0,6.0,1,0.0,0,10.0,0,2
35.0,50.0,0.0,3,4,0,0.0,0,0.0,0,22.0,0,2
63.74999999999999,75.0,30.0,5,4,0,7.5,3,0.0,0,6.0,0,0
43.75,50.0,10.0,4,3,0,3.5,1,0.0,0,25.0,1,2
27.500000000000004,50.0,80.0,4,0,3,0.0,3,1.0,2,4.0,0,1
47.5,83.33333333333334,55.00000000000001,5,1,3,4.0,3,0.5,4,11.0,0,1
61.25000000000001,58.333333333333336,20.0,5,5,0,4.5,2,0.0,5,1.0,0,0
20.0,58.333333333333336,20.0,4,0,0,0.0,2,0.0,4,10.0,0,2
92.5,58.333333333333336,20.0,5,5,14,7.0,2,0.0,11,3.0,0,0
16.25,16.666666666666664,40.0,3,0,0,0.5,4,0.0,1,24.0,0,3
60.0,75.0,20.0,5,4,2,4.0,2,0.0,6,19.0,0,0
5.0,25.0,10.0,1,0,0,0.0,1,0.0,1,11.0,0,3
27.500000000000004,33.33333333333333,20.0,4,0,0,3.0,2,0.0,0,7.0,0,2
60.0,83.33333333333334,60.0,5,5,0,4.0,1,1.0,3,10.0,0,1
25.0,16.666666666666664,55.00000000000001,3,0,0,4.0,3,0.5,0,16.0,0,3
75.0,83.33333333333334,30.0,5,5,0,10.0,3,0.0,0,22.0,0,0
5.0,0.0,40.0,1,0,0,0.0,4,0.0,0,20.0,0,3
63.74999999999999,58.333333333333336,10.0,5,5,0,5.5,1,0.0,0,14.0,0,2
50.0,75.0,10.0,5,1,2,6.0,1,0.0,10,8.0,0,0
22.5,83.33333333333334,25.0,2,0,5,0.0,0,0.5,5,30.0,0,3
37.5,75.0,20.0,4,1,5,0.0,2,0.0,3,13.0,0,2
12.5,8.333333333333332,0.0,1,0,2,1.0,0,0.0,1,2.0,0,3
31.25,58.333333333333336,10.0,5,0,2,0.5,1,0.0,0,35.0,0,2
50.0,58.333333333333336,35.0,5,5,0,0.0,1,0.5,0,30.0,0,2
57.49999999999999,91.66666666666666,65.0,5,2,3,6.0,4,0.5,6,1.0,0,1
75.0,58.333333333333336,30.0,5,1,10,8.0,3,0.0,9,25.0,0,0
33.75,41.66666666666667,20.0,3,2,0,3.5,2,0.0,2,5.0,0,2
25.0,83.33333333333334,0.0,5,0,0,0.0,0,0.0,0,3.0,0,2
45.0,41.66666666666667,10.0,4,4,0,2.0,1,0.0,4,20.0,1,2
32.5,66.66666666666666,60.0,5,0,3,0.0,1,1.0,1,6.0,0,1
66.25000000000001,83.33333333333334,20.0,5,4,3,5.5,2,0.0,2,2.0,0,0
31.25,8.333333333333332,30.0,4,1,0,2.5,3,0.0,9,15.0,0,3
46.25,41.66666666666667,20.0,5,0,6,2.5,2,0.0,2,6.0,1,2
42.50000000000001,41.66666666666667,10.0,4,2,2,3.0,1,0.0,1,3.0,1,2
51.24999999999999,58.333333333333336,90.0,5,2,3,3.5,4,1.0,2,6.0,0,1
38.74999999999999,33.33333333333333,20.0,5,0,4,1.5,2,0.0,5,15.0,0,2
51.25000000000001,50.0,65.0,5,1,4,4.5,4,0.5,1,1.0,1,1
55.00000000000001,75.0,60.0,4,4,1,5.0,1,1.0,8,6.0,0,1
42.5,75.0,60.0,5,0,2,5.0,1,1.0,4,2.0,0,1
72.5,75.0,30.0,5,5,4,5.0,3,0.0,4,2.0,0,0
5.0,0.0,30.0,1,0,0,0.0,3,0.0,0,10.0,0,3
55.00000000000001,83.33333333333334,90.0,5,1,5,5.0,4,1.0,3,3.0,0,1
26.25,75.0,10.0,2,3,0,0.5,1,0.0,0,15.0,0,3
42.5,58.333333333333336,10.0,5,1,0,5.0,1,0.0,4,2.0,0,2
5.0,8.333333333333332,10.0,1,0,0,0.0,1,0.0,0,24.0,0,3
63.74999999999999,25.0,35.0,4,4,4,5.5,1,0.5,7,25.0,1,0
67.5,75.0,10.0,5,5,2,5.0,1,0.0,3,9.0,0,0
37.5,66.66666666666666,55.00000000000001,5,2,0,1.0,3,0.5,0,4.0,0,1
35.0,41.66666666666667,40.0,5,0,2,2.0,4,0.0,5,5.0,0,2
30.000000000000004,66.66666666666666,10.0,4,0,0,4.0,1,0.0,3,20.0,0,2
47.5,75.0,20.0,5,1,3,4.0,2,0.0,3,28.0,0,2
43.75,83.33333333333334,70.0,5,1,0,5.5,2,1.0,1,30.0,0,1
25.0,16.666666666666664,20.0,5,0,0,0.0,2,0.0,1,8.0,0,2
31.250000000000007,75.0,10.0,4,2,0,0.5,1,0.0,2,40.0,0,2
66.25000000000001,100.0,30.0,5,5,2,4.5,3,0.0,2,1.0,0,0
45.0,50.0,70.0,5,0,3,5.0,2,1.0,2,11.0,1,1
43.75,83.33333333333334,80.0,5,1,2,3.5,3,1.0,3,5.0,0,1
5.0,0.0,10.0,1,0,0,0.0,1,0.0,2,19.0,0,3
31.25,25.0,20.0,3,0,3,3.5,2,0.0,8,4.0,0,3
25.0,41.66666666666667,45.0,5,0,0,0.0,2,0.5,0,20.0,0,2
80.0,100.0,30.0,5,5,6,6.0,3,0.0,2,8.0,0,0
37.5,58.333333333333336,35.0,4,1,3,2.0,1,0.5,0,15.0,0,2
78.75000000000001,50.0,80.0,5,5,7,4.5,3,1.0,13,7.0,1,0
25.0,33.33333333333333,35.0,4,0,0,2.0,1,0.5,4,15.0,0,3
5.0,0.0,65.0,1,0,0,0.0,4,0.5,2,8.0,0,3
17.5,41.66666666666667,25.0,3,0,1,0.0,0,0.5,2,20.0,0,3
5.0,8.333333333333332,35.0,1,0,0,0.0,1,0.5,3,13.0,0,3
50.0,75.0,10.0,5,0,2,8.0,1,0.0,1,1.0,0,2
35.0,100.0,0.0,3,0,8,0.0,0,0.0,4,2.0,0,2
40.0,41.66666666666667,10.0,5,1,0,4.0,1,0.0,4,8.0,0,2
58.75,83.33333333333334,20.0,5,4,3,2.5,2,0.0,1,14.0,0,0
40.0,33.33333333333333,20.0,5,2,2,0.0,2,0.0,4,12.0,0,2
44.99999999999999,33.33333333333333,35.0,5,1,2,4.0,1,0.5,2,35.0,1,2
50.0,66.66666666666666,0.0,5,5,0,0.0,0,0.0,4,20.0,0,2
55.00000000000001,41.66666666666667,20.0,5,5,1,1.0,2,0.0,3,17.0,1,2
22.5,33.33333333333333,10.0,3,1,0,1.0,1,0.0,2,2.0,0,3
30.000000000000004,58.333333333333336,70.0,4,2,0,0.0,2,1.0,2,7.0,0,1
18.75,16.666666666666664,20.0,3,0,0,1.5,2,0.0,1,8.0,0,3
25.0,41.66666666666667,0.0,3,2,0,0.0,0,0.0,4,1.0,0,3
60.0,83.33333333333334,10.0,5,2,3,7.0,1,0.0,3,10.0,0,0
37.5,75.0,35.0,5,1,0,3.0,1,0.5,0,2.0,0,2
71.25,83.33333333333334,70.0,5,5,4,4.5,2,1.0,2,10.0,0,1
63.74999999999999,58.333333333333336,25.0,5,0,11,5.5,0,0.5,7,18.0,0,0
72.5,83.33333333333334,30.0,5,5,3,6.0,3,0.0,4,3.0,0,0
30.0,75.0,20.0,5,0,0,2.0,2,0.0,3,23.0,0,2
38.75,41.66666666666667,25.0,5,0,3,2.5,0,0.5,4,25.0,0,2
61.25000000000001,58.333333333333336,10.0,4,4,8,0.5,1,0.0,5,10.0,0,0
35.0,41.66666666666667,20.0,5,0,4,0.0,2,0.0,5,8.0,0,2
31.25,50.0,10.0,3,3,0,0.5,1,0.0,0,20.0,0,2
51.25000000000001,83.33333333333334,30.0,5,1,4,4.5,3,0.0,4,4.0,0,0
70.0,83.33333333333334,55.00000000000001,5,5,5,3.0,3,0.5,7,1.0,0,0
36.25,41.66666666666667,10.0,4,1,4,0.5,1,0.0,4,15.0,0,2
56.25,25.0,10.0,5,5,0,2.5,1,0.0,0,10.0,1,2
5.0,25.0,0.0,1,0,0,0.0,0,0.0,0,13.0,0,3
35.0,75.0,10.0,5,0,4,0.0,1,0.0,2,1.0,0,2
51.25000000000001,41.66666666666667,10.0,4,4,0,4.5,1,0.0,0,21.0,1,2
37.5,58.333333333333336,20.0,5,2,1,0.0,2,0.0,5,8.0,0,2
37.50000000000001,75.0,0.0,4,2,0,3.0,0,0.0,0,15.0,0,2
30.0,75.0,35.0,4,1,2,0.0,1,0.5,2,1.0,0,2
70.0,75.0,10.0,5,3,5,7.0,1,0.0,4,5.0,0,0
25.0,33.33333333333333,10.0,3,0,2,2.0,1,0.0,2,7.0,0,3
65.0,58.333333333333336,55.00000000000001,5,5,2,4.0,3,0.5,5,4.0,0,1
40.0,58.333333333333336,20.0,5,0,4,2.0,2,0.0,1,5.0,0,2
25.0,83.33333333333334,10.0,4,0,0,2.0,1,0.0,2,38.0,0,2
61.25000000000001,50.0,25.0,5,5,0,4.5,0,0.5,3,6.0,1,0
30.0,66.66666666666666,50.0,5,0,2,0.0,0,1.0,7,18.0,0,1
62.5,66.66666666666666,10.0,5,1,3,10.0,1,0.0,2,20.0,0,0
41.25,75.0,45.0,5,2,2,0.5,2,0.5,4,15.0,0,1
5.0,0.0,20.0,1,0,0,0.0,2,0.0,1,40.0,0,3
25.0,33.33333333333333,45.0,5,0,0,0.0,2,0.5,4,25.0,0,2
45.00000000000001,41.66666666666667,10.0,4,2,3,3.0,1,0.0,4,21.0,1,2
70.0,66.66666666666666,70.0,5,5,3,5.0,2,1.0,2,2.0,0,1
54.99999999999999,16.666666666666664,20.0,4,3,4,4.0,2,0.0,5,7.0,1,0
51.25000000000001,83.33333333333334,10.0,5,3,0,4.5,1,0.0,2,16.0,0,2
61.25000000000001,83.33333333333334,10.0,5,2,6,4.5,1,0.0,1,5.0,0,0
25.0,33.33333333333333,20.0,4,0,2,0.0,2,0.0,1,11.0,0,3
27.500000000000004,16.666666666666664,0.0,3,2,1,0.0,0,0.0,7,10.0,0,3
38.75,50.0,60.0,4,3,1,0.5,1,1.0,4,17.0,0,1
28.749999999999996,25.0,10.0,5,0,0,1.5,1,0.0,4,2.0,0,2
67.5,16.666666666666664,30.0,5,5,5,2.0,3,0.0,5,10.0,1,0
30.000000000000004,41.66666666666667,10.0,4,2,0,0.0,1,0.0,4,32.0,0,2
27.500000000000004,33.33333333333333,30.0,5,0,1,0.0,3,0.0,0,1.0,0,2
23.75,50.0,20.0,4,0,0,1.5,2,0.0,0,11.0,0,2
47.5,25.0,70.0,5,2,0,5.0,2,1.0,6,1.0,1,1
5.0,0.0,10.0,1,0,0,0.0,1,0.0,6,4.0,0,3
56.25,25.0,40.0,5,2,4,4.5,4,0.0,0,5.0,1,0
82.5,83.33333333333334,35.0,5,5,4,9.0,1,0.5,3,2.0,0,0
36.25,58.333333333333336,20.0,5,1,1,1.5,2,0.0,3,12.0,0,2
40.0,58.333333333333336,60.0,4,3,0,2.0,1,1.0,2,14.0,0,1
48.75,83.33333333333334,70.0,5,1,2,5.5,2,1.0,1,2.0,0,1
33.75,75.0,20.0,4,0,1,4.5,2,0.0,2,20.0,0,2
64.99999999999999,58.333333333333336,45.0,5,5,3,3.0,2,0.5,4,4.0,0,0
30.0,41.66666666666667,20.0,3,2,2,0.0,2,0.0,2,18.0,0,3
